StnCode,Lat,Long,Elev,StnName
P240,37.007806,-121.542032,25.7487,Miller_Slough_Slough_CA_2005_CGPS
P213,37.201712,-121.990835,167.1039,Lenihan_Dam_Los_Gatos_CA_2005_CGPS
P217,37.104497,-121.650631,72.2929,Lacrosse_Drive_Morgan_Hill_CA_2005_CGPS
CN00,17.66852,-61.78558,-21.9819,Willy_Bob_Hill_Barbuda_2012_CGPS
VMAG,9.287,-74.847,61.07,VMAG
P653,37.737495,-118.471645,1826.91,Blind_Spring_Hill_CA_2006_CGPS
TNHM,29.081331,-110.970289,182.84,Hermosillo_MX_SO_2014_CGPS
P522,35.08661122,-119.536062,991.0873,Taft_Mountain_CA_2008_CGPS
BKAP,35.287048,-116.080424,252.0399,Baker_Airport_Baker_CA_2000_CGPS
TMCO,-38.765,-72.61411,115,N/A
GERD,16.7948384358,-62.1942984852,123.40636,GeraldsYardMSR2003
FRED,36.988332,-112.499217,1529.7343,Fredonia_AZ_1999_CGPS
TNMR,18.288539,-103.345536,54.517,Maruata_MX_MICH_2014_CGPS
C038,34.22619,-118.056003,1705.26,Mt_Wilson_Relay_CS
P699,46.189783,-122.203226,2274.1161,MSH_WEST_RADIAL_WA_2005_CGPS
P299,36.256814,-120.710182,809.968,Duckworth_Priest_Valley_CA_2007_CGPS
JMEL,18.234708584,-72.536329031,6.6898,N/A
LGNE,18.50751049,-72.63079166,2.8923,N/A
HLID,43.562581,-114.414045,1769.7075,Hailey_ANSS_Seismic_Station_ID_1999_CGPS
P181,37.914544,-122.376755,72.2289,Miller_Knox_Shoreline_Richmond_CA_2005_CGPS
P227,37.532974,-121.789597,707.4271,Sunol_Regional_Wilderness_Sunol_CA_2006_CGPS
P224,37.863896,-122.219059,407.3616,Sibley_Volcanics_CA
P225,37.713865,-122.058327,117.1601,Cull_Canyon_Castro_Valley_CA_2005_CGPS
P228,37.601836,-121.686936,399.0248,Del_Valle_EBRP_Livermore_CA_2005_CGPS
KUAQ,68.587,-33.0527,862.9,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
P223,37.72205,-122.09976,140.488,AnthonyChabotRegionalParkCastroValleyCA2007CGPS
P128,39.48609,-119.06863,1320.581,Bango_Junction_NV_2006
OK08,36.37111111,-96.93611111,274,OK08_PawneeEQ_OK
OK07,36.45416667,-96.76388889,274,OK07_PawneeEQ_OK
INDI,38.650062226,-118.303859819,1916.162,N/A
LCAY,18.18762358,-73.75378039,-13.0295,N/A
TNAM,20.535679,-103.966822,1226.78,Mascota_MX_JAL_2014_CGPS
SOG1,-54.8744,-36.0434,85.4,South Georgia Island 1
ABVI,18.72968371,-64.33248523,-35.5512,Anegada_British_Virgin_Islands
KULU,65.57933445,-37.14935589,67.4475,Kulusuk GPS
ROA0,16.3181,-86.5266,12.553,Roatan Honduras
OK02,36.485,-96.9642,274,OK02_PawneeEQ_OK
OK04,36.3969,-96.9121,274,OK04_PawneeEQ_OK
OK05,36.4322,-96.89361111,274,OK05_PawneeEQ_OK
OK03,36.3296,-96.858,274,OK03_PawneeEQ_OK
SPOL,40.1229,-104.891,1531.34,SPOL_NCAR_C02014
PEA2,36.180548,-120.766854,684.819,Peach_Tree_Ranch_2_KingCity_CA_2016_CGPS
BOZ1,40.534524,28.782045,70,"marmaboz1btr2015, Turkey"
GZ20,-84.253773,-165.599434,52.8,GZ20 Whillans Ice Stream
NAU2,-77.52185,167.146769,3568.7,Nausea Knob
SROD,19.475,-71.3411,98.7,SantiaRodDOM2011
CN26,22.382999,-89.682384,-10.067,ArrecifeAMEX2016
AC03,59.770639,-151.864509,19.129,Anchor_Point_AK2007_CGPS
BBRY,34.264279,-116.884241,2051.0638,Big_Bear_Road_Yard_CA_1998_CGPS
AB37,62.967323,-145.451876,1136.5763,Paxson2___AK2004
YUMX,32.027692,-115.199203,-30.2,yumxREGNOMmx2010
AVRY,34.468297,-117.153958,889.607,Apple_Valley_Road_Yard_CS_1998_CGPS
P036,36.420275,-105.293653,2529.9144,Angel_Fire_Airport_Angel_Fire_NM_2004_CGPS
USMX,29.82335,-109.67997,642,Universidad_de_la_Sierra_MX_SO_2004_CGPS
P776,43.54326559,-71.3785574,477,Gunstock_Mountain_Resort_Gilford_NH_2008
ANA1,34.015005,-119.363468,22.4411,Anacapa_Island_CA_2002_CGPS
MIG1,34.038258,-120.35139,130.9455,San_Miguel_Island_1_CS_2000_CGPS
OVLS,34.327359,-119.141946,69.218,Olivelands_School_CS_1999_CGPS
TNCU,28.450588,-106.794,2110,Cuauhtemoc_MX_CH_2014_CGPS
AC06,59.763638,-150.890558,631.4076,Bradley_Lake_Homer_AK_2005_CGPS
B019,46.6527,-123.6518,9,waldrf019bwa2008
CRAR,-77.848,166.6682,-19.16,McMurdo Crary Science Lab
SHLD,41.868367,-119.015684,1457.5576,SHLD_PNGA_NV1999
AC77,62.688032,-145.42623,746.469,Sourdough_Meiers_Lake_AK_2003_CGPS
AV09,53.875635,-166.541836,105.6773,Haystack__AK2004
P405,45.629327,-123.643757,955.6666,Triangulation_Point_Tillamook_OR_2006_CGPS
P177,37.52816,-122.49504,72.313,Corral_de_Tierra_Moss_Beach_CA_2008_CGPS
BIJA,9.7499,-84.5771,519.5,Bijagual_Costa_Rica_2009_CGPS
SAJU,10.067191,-85.710188,123.0867,Puerto_San_Juanillo_Costa_Rica_2008_CGPS   
C049,37.3606,-118.3268,0,White_Mtn_Research_Stn_Owens_Valley_Lab
TNCT,19.681088,-105.258806,12,Chalacatepec_MX_JALI_2017
TNAL,19.118731,-98.655235,3992,Altzomoni_MX_TNET_2013_CGPS
TNTM,19.239158,-104.789929,28,Tamarindo_MX_JALI_2017
KAGZ,79.132,-65.853,76,GNET - OSU/NSF/UNAVCO/DNSC/ULUX
MARG,77.187,-65.6946,657,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
ASKY,75.7261,-58.2574,670,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
DANE,74.3119,-20.1998,176.7,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
DGJG,71.7865,-29.8502,1495.5,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
DKSG,76.3516,-61.6777,595,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
GROK,78.4427,-22.9037,1046.02,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
HEL2,66.401,-38.216,426.5,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
HJOR,63.4182,-41.1479,764.8,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
HMBG,73.676,-28.129,1324.3,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
HRDG,81.8798,-44.5174,719.8,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
JGBL,82.2088,-31.0041,755.83,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
JWLF,83.1117,-45.1198,114.58,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
KBUG,65.144,-41.158,292.08,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
KMJP,83.6432,-33.377,80.22,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
KMOR,81.2527,-63.5273,196,GNET - OSU/NSF/UNAVCO/DNSC/ULUX
KSNB,66.86323,-35.57633,1659,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
ESN1,40.5963,28.9223,2,marmaesnkbtr2015
CEDA,40.680696,-112.860481,1472.4928,Cedar_Mountains_Delle_UT_1996_CGPS
LBIB,75.8938,-23.8529,1481.2,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
LYNS,64.4305,-40.1981,173.8,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
MIK2,68.1403,-31.4518,815.8,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
MSVG,72.2408,-23.9129,89.4,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
NNVN,61.6319,-44.9011,2134,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
NRSK,79.155,-17.7254,349.71,GNET-OSU/NSF/UNAVCO/DNSC/ULUX
SOG2,-54.0033,-38.0481,205.7,South Georgia Island 2
SOG3,-54.494,-37.0375,52.7,South Georgia Island 3
P744,32.829377,-115.508391,-51.986,Imperial_Valley_College_CA_2007_CGPS
BATG,-79.01098,170.72451,31.087,Alexander Tall Tower! AWS
GRE1,12.2217,-61.6404,20,GRE1_Grenada_Sauteurs_GRN2007 
MOPR,18.076904,-67.931154,-38.3,Mona_Island_Puerto_Rico_2008
ECHO,37.915534,-114.264247,1684.1091,Echo_Canyon_State_Recreation_Area_NV_1999_CGPS
RCHY,16.703,-62.15321,313.1,RoachsYard_SoufriereHillsVolcano_Montserrat
CN40,12.18004359,-68.9580146,33.3093,Curacao_Meteo_2011_CGPS
CNC0,21.1744,-86.8208,-3,Cancun_Quitana_MEX2007_CGPS
AC26,58.21457,-154.15031,171,Cape_Gull_Kukak_Bay_Alaska
AC19,62.51921,-153.60733,546.5165,Farewell_Mountain_Farewell_McGrath_AK2008_CGPS
AC60,52.71461965,174.07626889,18.2744,WestEast_Eareckson_AS_Shemya_AK_2008_CGPS
AC50,65.553853,-164.566543,516.19,Baldy_Mountain_Taylor_AK_2007_CGPS
AC58,57.15609,-170.21782,19.3411,St_Paul_Island_AK_2008_CGPS
C161,54.8526,-163.4149,9,False_Pass_Communications_Station_False_Pass_AK
GANJ,40.68038,46.3613,443.499,GANJ_GAN_AZE2017
TNNX,17.4076,-97.2239,2121,Nochixtlan_MX_OA_2014_CGPS
CN24,19.57563,-88.05392,16,Felipe_Carrillo_MX_2012
AB36,65.0304,-150.743955,816.039,Manley_Hot_Spring_AK_2006_CGPS
AB11,64.564509,-165.37346,350,Nome_AK_2006_CGPS
CN07,19.75763084,-70.56585126,-32.2461,Puerto_Plata_Dominican_Republic_2012_CGPS
CN06,18.789817,-70.656117,2228,Valle_Nuevo_Dominican_Republic_2012_CGPS
CN02,18.20396,-63.054043,10,Anguilla_BVI2012
CN08,17.90337338,-71.6740682,-17.1169,Cabo_Rojo_Dominican_Republic_2012_CGPS
SA56,45.950137918,-66.642338039,24.3847,sa56-snet---2008
CN23,17.26061,-88.77876,55.1864,Belmopan_MNREI_Belize_CR2012_CGPS
TRNT,16.7643058318,-62.1632961255,-25.561599,TRNTrantsMSR2003 
AIRS,16.7408514345,-62.2138562081,82.2349,AirStudioMSR2003
CN09,19.6877,-72.1396,30,caphaitianHAI013
JME2,18.235022,-72.538436,6.6,Jacmel_Haiti2013
CN10,17.41519,-75.97055,-16.3245,Morant_Cay_Jamaica_2011_CGPS
CN12,18.00448173,-76.7490521,169.902,UWI_Mona_Kingston_Jamaica_201_CGPS
ISCO,5.54434309,-87.055831,10.3847,Cocos_Island_Costa_Rica_2011_CGPS
MANA,12.1489369,-86.248994,71.04,Managua_Nicaragua_CR2000_CGPS
CN30,11.99355131,-83.7720486,30.0339,Bluefields_NI_2012_CGPS
REPO,36.84,-116.46,1479,REPO_REPO_NV1999
P053,48.72608021,-107.725419,814.9878,Rustad_Property_Whitewater_MT_2007_CGPS
TSFX,30.9339,-114.8107,28.3,tsfxREGNOMmx2016
P818,45.457336,-109.571012,1463,P818_YNBR_MT2017
P819,45.457283,-109.571148,1463,P819_YNBR_MT2017
EPZA,10.1409,-85.5681,669.53,Esperanza_Costa_Rica_2009_CGPS
PNE2,10.1951,-85.8286,10.67,Playa_Negra_Costa_Rica_2009_CGPS
GRZA,9.915549222,-85.63561697,42,Garza_Nicoya_Costa_Rica_2006_CGPS
HUA2,10.017728,-85.351706,567.07,Huacas_Costa_Rica_2002_CGPS
PUJE,10.114,-85.2725,31,Puerto_Jesus_Costa_Rica_2002_CGPS
LAFE,9.807067,-84.960281,66,Finca_La_Fe_Costa_Rica_2009_CGPS
CABA,10.2377,-85.3436,19.51,Caballito_Costa_Rica_2009_CGPS
PUMO,10.0645,-84.9667,17,Punta_Morales_Costa_Rica_2007_CGPS
ELVI,10.39469,-85.445916,80,El_ViejoEl_Viejo 
IND1,9.8647,-85.5022,79,Punta_Indio_Costa_Rica_2002_CPGS
VERA,10.85361892,-84.869041,64.3205,Vera_Cruz_Costa_Rica_2009_CGPS
LEPA,9.9454,-85.0312,21.03,Lepanto_Costa_Rica_2006_CGPS
CN46,12.486845,-61.427088,21,CarriacouCRU2014
CN45,10.837017,-60.938275,33.2,Toco Health Center CGPS
TNPJ,15.704632,-93.218893,67,Pijijiapan_MX_CP_2014_CGPS
P420,46.588602,-122.866332,74.1164,Fantasy_Field_Chehalis_WA_2004_CGPS
CN48,15.438899,-61.421659,285.7,GrandSvneDMA2014
CN34,8.548918,-78.014763,86.247,Meteti University Darien Panama
RDSD,18.46139778,-69.9113,-9.2087,Santo_Domingo_Dominican_Republic_2004_CGPS
TNTB,25.605884,-109.052724,75.85,Topolobampo_MX_Sinaloa_2015_CGPS
CN33,8.48723951,-80.3266679,76.7982,Penenome_Universidad_de_Panama_CGPS_2011
OLO6,-2.7087,35.9055,926,OLO6OLO_TZA2017
AB01,52.20950466,-174.204754769999,25.6,Atka_Island_Atka_AK2007_CGPS
B900,35.686,-120.003,219.5,blacka900bcn2007
VRAI,9.924881,-83.190642,444.283,Veragua_Rainforest_Costa_Rica_2012
CBMD,19.738,-79.758,13.7,CAYMANBRAC_CYM2014_CGPS
B901,35.6897,-120.142,275.3,indspr901bcn2007
ACP1,9.37139192,-79.94985981,12.7579,ACP1
ELEN,16.916056004,-89.867612991,118.1175,Santa Elena
AV02,59.332975,-153.428391,229.7855,AV02_Augustine_Volcano_AK_2004_CGPS
OLO4,-2.7827751,35.9532372,1130,OLO4_Ol_Doinyo_Lengai_TZA2016
OLO8,-2.784635,35.9475,1289.16,OLO8_OLO_TZA2017
BON2,9.7646,-85.2017,17.38,Bongo_Costa_Rica_2004_CPGS
CN14,20.97535,-73.67796,5,GtInagua_BHS2014 
QSEC,9.84038,-85.35727,17.5364,Quebrada_Seca_Costa_Rica_CR2006_CGPS
CN25,16.23206,-92.13531,1597,Comitan_MX_2012  
GUAX,28.884059,-118.289684,84.1,GUADALUPE_ISLAND_BC_MX_2001_CGPS
HOGS,35.866714,-120.479495,762.8554,Hogs_Canyon_Parkfield_CN_2001_CGPS
VL01,-72.45013832,169.72507467,596.8716,Tombstone Hill
VL12,-72.27446,163.72704,1984,Monte Cassino
VL30,-70.5987,162.5251,1498.8,Mount Bruce
CLGO,64.873774,-147.860487,196.1069,College_Observatory_AK_1996_CGPS
VORA,7.8184,-76.7218,23.6216,Apartado
OLO7,-2.79694,35.91232,1441.704,OLO7_OLO_TZA2017
EXU0,23.564,-75.873,-12,Exuma International Airport
TCA0,26.741468,-77.382529,-24.857,Abaco
CN37,10.79258,-75.26317,1.4569,Galerazamba_Columbia_CR2012_CGPS
CON2,-77.53459,167.08547,3403,Truncated_Cones_GPS_2
CN39,10.2066,-70.5237,547,QuebradaArribVen2015
TBLP,35.917411,-120.360336,937.5208,Table_Parkfield_CN_2001_CGPS
CN29,14.04879667,-83.37463794,30.3025,Puerto_Cabezas_NIC2012_CGPS
OLVN,16.7504267883,-62.2277,38.77327,OlvenstonMSR2003 
MGW2,29.61845,-89.9466,1.806,Myrtle Grove Well 2
YESX,28.3783,-108.9196,1508,Yecora_MX_SO_2014_CGPS
AC64,62.714016,-144.303987,774.4556,MtnDrumVP_AK2004
HOG2,-77.5316,166.9326,2107,Hooper Shoulder
P471,33.562124,-117.540864,174.7547,San_Juan_Creek_CA_2005_CGPS
UNPM,20.868533,-86.868184,1.8,Puerto Morelos
P180,36.29283,-121.40322,693.76,Juan_Fiesta_Ranch_Greenfield_CA_2007_CGPS
P175,36.425902,-121.134856,451.3738,Rosas_Canyon_Paicines_CA_2006_CGPS
TTSF,10.276744,-61.465553,2.793,SanFernanTTO2015
CN01,17.04901,-61.75914,17.401,Bethesda_ANT2015
C051,45.738678,-122.643309,101,MSH_South_Radio_Hub_WA_2006
P410,46.11114161,-123.078606,173.128,B023_Cataline_OR_2008_CGPS
P229,37.749435,-121.977955,289.3338,Bishop_Ranch_Regional_Park_CA
P230,37.818964,-121.786399,648.0147,Morgan_Territory_CA
P248,37.975604,-121.868682,230.345,Black_Diamond_Mines_Park_Antioch_CA_2007_CGPS
P256,37.931964,-121.604839,-30.6873,Fallman_Property_Brentwood_CA_2005_CGPS
P262,38.025148,-122.096143,-8.5604,Waterbird_Regional_Park_Martinez_CA_2005_CGPS
RCSC,33.444138,-117.586437,192.987,SANCLEMENTE_CA_US_2016_CGPS
VPOL,10.7938,-74.8608,89.2077,Polo Nuevo
P470,34.462404,-117.393888,991.3835,Baldy Mesa Maintenance Yard
TNPP,31.335518,-113.631638,28.48,Puerto Peñasco_MX_SON_2015_CGPS
IBEX,35.848388,-116.367834,700.4,NOTICE: If using these data for scientific purpo
CN38,12.22182,-71.98803,10.4514,Cerrejon_Mine_Columbia_CR2012_CGPS
JCT1,30.479407,-99.801075,571.8277,Junction_TX_CGPS_2005
BARO,71.325047,-156.667677,11.5,Barrow Arctic Research Station
TGMX,20.868118,-86.866857,-3.576,Puerto_Morelos_UNAM_Tide_Gauge_2015_CGPS
OXPE,15.88871,-97.07526,73.532,PuertoEscondido_MX_TNET_2015_CGPS
OXUM,15.66227,-96.49903,79.969,PuertoAngel_MX_TNET_2015_CGPS
P194,38.18571,-122.816241,235.637,Walker_Creek_Ranch_Petaluma_CA_2007_CGPS
P578,35.69451,-120.23883,557,Davis_Bench_CA_2008_CGPS
P577,34.304605,-117.318912,999.5331,Cedar_Spring_Dam_Hesperia_California_2004_CGPS
TNMO,19.64878,-101.22784,1963.89,Morelia_UNAM_MX_TNET_2008
UGEO,20.6938,-103.2511,1540.9,Guadalajara_UdeG_MX_TNET_1998
CAPI,5.3514,-72.4278,935.475,Cerro el Venado Yopal
MECE,7.1072,-73.712,109.051,Finca la Mecedora Barrancabermeja
VDPR,10.4358,-73.2478,142.526,Valledupar
MRC1,38.4991,-77.3706,28.054,MidwayResearchCenterNRL
APEC,0.332829,-78.5461,1722,APEC_Apuela_ECU_2017
BIS0,4.891005,-75.335972,5088.04,BISO_NdR_COL2016
KKN4,27.800733,85.278804,1896,Kakani
P281,35.8411,-120.3895,383.8,CholameCrkCN2004
P196,38.298143,-122.742641,90.5481,Meachum_Landfill_Petaluma_CA_2006_CGPS
P046,47.02959,-113.331718,1290.851,Clearwater_Junction_Ovando_MT_2006_CGPS
PRMO,4.801165,-75.451324,4566.56,PRMO_NdR_COL2016
SMM3,72.5729,-38.4702,3267,SummitCampGNSS
P729,34.26308,-119.09604,36.823,Mesa_Union_School_CA_2007_CGPS
UXAL,19.516385329,-96.92475699,1360.988,Jalapa-UV_MX_TNET_2005
UCOE,19.81321,-101.69442,1973.382,Coeneo_MX_TNET_2003
P504,33.516411,-115.765846,84.0096,South_Orocopia_Mountains_CA_2005_CGPS
P202,38.42358,-122.49599,585,Nunns_Canyon_Oakdale_CA_2007_CGPS
P209,37.069248,-122.126698,577.69,Bonny_Doon_Airport_Felton_CA_2007_CGPS
OXTH,16.2863,-95.2408,39,Tehuantepec_MX_TNET_2007_CGPS
DHL1,33.3923,-115.7873,-25,durmidlsm1cs2008
LAGO,-47.21214,-73.26173,436,LAGO_Glaci_Chile
P627,37.973097,-118.37851,2342.761,Queen_Valley_NV_2006_CGPS
AC31,64.637979,-162.239099,227.699,Bald_Head_Mtn_Elim_AK_2006_CGPS
P183,38.313662,-123.068886,10.4155,Bodega_Marine_Reserve_Bodega_Bay_CA_2006_CGPS
CN51,18.58659,-63.4265,1,Sombrero_Island
P486,33.260191,-116.322284,126.3021,Borrego Springs_Borrego_Springs_California
P689,46.189554,-122.36062,1359.4547,MSH_Morgle_Cougar_WA_2005_VGPS
C116,55.91324,-159.14916,5,Perryville
RMJT,27.305,86.549,1332,Rumjatar_NPL2008
C015,39.50266,-117.08098,1900,Austin_Relay
P557,34.944385,-118.655586,1818.2068,Eagles_Perch_Tehachapi_Mountains_CA_2005_CGPS
SNDL,27.38472,85.79861,2006,Sindhuli_NPL2011
AB33,67.251013,-150.172544,334.7614,Slate_Creek_Coldfoot_AK_2006_CGPS
AC13,55.82189642,-155.6224,222.8241,Chirikof_Island_AK_2008_CGPS
AB53,56.58475572,-132.867247,1016.1312,Crystal_Mountain_AK_2011_CGPS
AC36,60.95532,-150.60835,46.4323,Moose_Point_Nikiski_AK_2008_CGPS
AC16,60.518204,-148.093209,33.679,Deep_Water_Bay_AK_2007_CGPS
TLK2,68.62804,-149.595423,727.86,Toolik Field Station dry well gps
POPT,16.325434,-89.410495,521.651,Poptun_IGN_Guatemala_cGPS_2009
AOPR,18.34657,-66.753687,350.6886,Arecibo_Observatory_Puerto_Rico_2006
BYSP,18.40787,-66.160921,86.6256,Bayamon_Science_Park_Puerto_Rico_2008 
MIPR,17.886255,-66.526682,-7.7769,Caja_De_Muertos_Island_PR2008
CHIS,15.812255,-90.291355,241.992,Chisec_IGN_Guatemala_cGPS_2009
C050,39.474867,-118.776814,1000,Fallon Relay - Oasis Online
SLBL,27.619,85.754472,1686.4,SalBhumliNPL2015
USGC,33.030063,-116.085333,133.4373,US_Gypsum_Company_CA_1998_CGPS
HETA,27.41456,85.05387,415,Hetauda Govt Fish Farm
ODRE,26.866111,87.391944,2021,OdareEastNPL2004
KLCK,27.786205,86.067426,2185,Kalinchowk VDC
AB06,54.885323,-163.423454,500.4025,False_Pass_AK_2005_CGPS
P201,38.5598,-122.65842,349.856,Mark_West_Quarry_Santa_Rosa_CA_2008_CGPS
P204,38.666495,-122.710518,277.175,Maacama_Creek_Calistoga_CA_2007_CGPS
TNMZ,19.123606,-104.401534,2.67,Manzanillo_MX_TNET_2015
P257,37.755291,-121.464034,-24.6853,Tom_Paine_Slough_Tracy_CA_2005_CGPS
BNDP,27.94949,84.395131,815,Bandipur
TGDR,18.208057,-71.091974,25.977,Baraho_TG_DR2015
LMJG,28.173889,84.573056,2027,Lamjung1_NPL2011
P015,34.263811,-110.009485,1930.2094,Duece_of_Clubs_Show_Low_AZ_2005_CGPS
P131,39.454681,-118.351253,1825.647,La_Plata_Canyon_NV_2007_CGPS
P775,40.47538,-86.9920868,182.582,Purdue_University_IN_2010_CGPS
P361,44.560342,-111.439675,2931.567,Sawtell_Peak_ID_2007_CGPS
P238,36.849079,-121.452767,44.9001,Flint_Hills_Hollister_CA_2006_CGPS
P242,36.953931,-121.463182,14.7886,Frazier_Lake_Airport_Gilroy_CA_2004_CGPS
P243,36.91818873,-121.33515223,220.7553,Hollister_East_Hollister_CA_2007_CGPS
SVGB,13.274612,-61.250321,245.155,SVGB_StVicent_2007_SVD
P468,36.975678,-118.118348,2853.955,Mazourka_Peak_CA_2006_CGPS
P724,37.43947699,-118.561069,1371.623,Birchim_Canyon_CA_2008_CGPS
P649,37.903452,-118.736215,2154.551,Granite_Mountain_CA_2006_CGPS
RDMI,18.978565,-69.049218,-7.7,Miches_DR2015
P431,46.572077,-121.988437,1423.091,Watch Mountain_WA_2006_CGPS
QUEX,32.549213,-115.153225,-17.5,quexREGNOMmx2010
P645,37.54127357,-118.593456,2008,Owens_River_Gorge_CA_2008_CGPS
MKLU,27.8099,84.837,414.1,Malekhu1_NPL2015
P404,45.158534,-123.390328,79.0413,Poverty_Hollow_Airstrip_Sheridan_OR_2005_CGPS
P778,35.24034,-85.81487,552.254,Layne_Propety_Monteagle_TN_2008
BZBN,40.534524,28.782045,70,Armutlu Bozburun
PENA,19.390553,-104.101462,1497,PenaColorado_MX_JAL_2007_CGPS
TNCC,18.791089,-103.172953,1076.9,Coalcoman_MX_MICH_2015_CGPS
TNLC,19.506122,-104.549215,269.8,La Concepcion_MX_MICH_2015_CGPS
BOM2,-77.5089,167.4402,1966,Erebus_BOMZ_GP2
CN42,11.9527035,-66.6822613,10,Los Roques Venezuela
RDSJ,18.81948,-71.22701,405.1,SJMaguanaDOM2015
EYAC,60.548703845,-145.749857661,146.0604,Eyac_Ski_Area_Continuous_AK_2005_CGPS
PRML,17.93686,-76.84295,-10.9,Port_Royal_Marine_Lab_Jamaica_2014_CGPS
DAMA,27.60824,85.10763,2194,DAMA_DASE_NP1997
PB2Y,32.613925,-115.889613,267.4,pb2yREGNOMmx2011
DEN3,29.493739,-95.254664,-19.5,Denbury 3
ISGN,34.932189,-4.548291,1640,ISGN
TTUW,10.6395,-61.399,-4,UWI_Trinidad_TTO2014
MCG2,-77.5323,167.2452,3290.6,MCG2
I40A,34.727325,-115.911448,765.3135,Interstate_40_Bristol_Mtns_CA_2000_CGPS
HCMN,34.754774,-116.430075,568.7612,Hector_Mine_CS_1999_CGPS
LNMT,35.090202,-116.939652,1345.3171,Lane_Mountain_CS_2000_CGPS
P606,34.462064,-116.879623,863.3551,Lucerne_Valley_CA_2005_CGPS
SAN0,12.580453,-81.715282,50.1354,SanAndresCOL2007
SYBC,27.81424,86.71246,3794,SYBC_CTO_NEP2008
TNMQ,16.71037,-98.61159,411,MARQUELIA_MX_GR_2015_CGPS
CN22,12.38409,-87.04469,28.8428,Poneloya_Nicaragua_CR2012_CGPS
ALPA,11.528,-72.9178,1.81138,Aeropuerto Almirante Padilla
CUC1,7.9323,-72.5128,321.149,Aeropuerto Camilo Daza Cucuta
PUIN,3.8512,-67.9033,95.7242,Aeropuerto de Puerto Inirida
P580,35.62094475,-117.19222519,1666.429,Straw_Peak_CA_2007_CGPS
C152,59.6573,-151.6519,160,HomerUAF Garage
HALK,41.05883,28.78633,157.6,marmahalkbtr2015
CN47,13.71083,-60.940486,187.33,vieuxfortLCA2014
P584,33.892602,-116.95164,738.7379,Potrero_Creek_Beaumont_California_2004_CGPS
BMCL,28.65583,28.65583,2241,BMCL_CTO_NEP2007
GCFS,19.31287,-81.18353,-9.871,GRANDCAYMAN_CYM2014_CGPS
MLFP,33.918403,-117.317957,472.9814,MLFP_SCGN_CS1998
RDHI,18.59797,-68.71832,60.961,Higuey_E_DOM2016
RDSF,19.28571,-70.24649,78.956,San_Fran_DOM2015
RDBO,18.9477,-70.404901,137.55,Bonao_AH_DOM2015
P673,41.585819,-121.612999,2018.347,Medicine_Lake_Tionesta_CA_2006_CGPS
TNNP,16.12052,-97.14198,493,NOPALA_MX_OX_2015_CGPS
P734,42.07663,-124.293241,113.711,Brookings_Airport_OR_2007_CGPS
RDF2,19.45186,-70.68021,183.884,SntgCbllrDOM2013
TNCY,16.05851,-97.75887,24,COYUCHE_MX_OX_2015_CGPS
DEN1,29.5104,-95.258,-17.2,Denbury 1
DEN2,29.5049,-95.254,-18.1,Denbury 2
DEN4,29.5002,-95.2297,-20.2,Denbury 4
TNSJ,16.17241,-96.48952,2741,SANJOSE_MX_OX_2015_CGPS
WGPP,35.010848,-118.983687,352.0366,Wind_Gap_Pumping_Plant_CA_1999_CGPS
LHOE,-77.623131,162.901319,29.04,Lake Hoare Hut
C040,34.105883,-118.915519,778,CIRX_relay_CS_2008
TNCN,18.553795,-101.970807,347,Las_Canas_MX_MICH_2016
P134,38.98087,-118.9304,1886.571,Miners_Ridge_NV_2006
P130,39.268035,-118.937759,1380.0671,Camel_Hump_NV_2006
GTK0,21.432815,-71.14463,-30.703,Grand_Turk_ TurksCaicos_TCA2007_CGPS
TNMT,19.585785,-104.274175,1933,Manantlan_MX_JALI_2017
PRX5,39.94949,-105.19427,1729,Marsh_testCO2016
UPSA,39.627112,-118.802279,1233.2796,Upsal_Hogback_NV_1996_CGPS
P133,38.7246,-118.4602,1782.415,Buckley_Flat_NV_2006
ACSX,33.274251,-117.444901,25,AlisoCreekCA2016
COPR,34.414907,-119.879524,-22.8373,Coal_Oil_Point_Reserve_CS_2001_CGPS
CN16,21.42233,-77.84976,113.137,Camaguey_CUBA_CN16_cGPS
HATI,10.29221,-85.71007,60,Hatillo_Costa_Rica_2006_CGPS
